vehicle_id,vehicle_type,mileage,avg_daily_km,engine_health,brakes_health,tyres_health,battery_health,coolant_temp_c,vibration_rms,brake_pad_mm,days_since_last_service,is_overdue,risk_score,failure_within_30d
FL-2889,Rigid Truck,96424,407,34.5,32.1,25.7,39.9,102.6,2.94,5.3,15,1,82,1
FL-2890,Light Truck,34661,193,89.4,97.9,52.2,39.2,84.3,1.07,11.9,27,0,19,0
FL-2891,Light Truck,382928,400,58.5,29.1,55.7,87.9,96.1,2.12,4.9,92,1,69,1
FL-2892,Light Truck,67032,198,30.7,40.9,68.6,79.1,103.4,3.15,5.8,165,1,68,1
FL-2893,Utility Pickup,524209,440,79.5,44.5,61.4,66.2,88.7,1.55,6.4,120,1,61,1
FL-2894,Heavy Truck,22360,398,54.9,97.1,34.5,37.3,96.7,2.42,11.8,135,1,56,0
FL-2895,Mini Truck,250427,158,27.5,67.2,77.7,54.5,104.6,3.11,8.7,9,0,45,0
FL-2896,Rigid Truck,188616,353,79.3,29.1,79,31.2,90,1.3,4.7,24,0,38,0
FL-2897,Heavy Truck,421648,105,67.3,51.4,72.1,90.6,93.8,1.76,6.9,87,0,34,0
FL-2898,Light Truck,334989,309,87.9,47.2,83.1,52.7,86.6,1.26,6.4,11,0,29,0
FL-2899,Mini Truck,166576,304,63.4,77.3,92.8,76.3,93.6,2.1,9.7,125,1,47,1
FL-2900,Rigid Truck,506423,117,30.4,37.4,72.5,54.5,104.1,3.12,5.7,18,0,57,0
FL-2901,Mini Truck,336773,162,45,69.7,81.6,90.6,100,2.77,8.9,20,0,34,0
FL-2902,Mini Truck,371897,174,20.9,51.8,79.5,63.8,108.3,3.52,6.9,20,0,51,0
FL-2903,Light Truck,460171,262,42.8,48.2,39,88.5,100.1,2.75,6.7,29,0,50,0
FL-2904,Utility Pickup,153765,179,49.8,24.6,42.7,70.2,98.2,2.44,4.4,45,0,48,1
FL-2905,Utility Pickup,359321,111,36.3,55.8,56.7,37.4,103.8,2.78,7.4,68,0,51,0
FL-2906,Mini Truck,227176,249,63.3,59.1,67.5,70.4,94.4,1.87,7.7,43,0,33,0
FL-2907,Utility Pickup,305625,108,72.6,68.1,57.1,71.4,90.1,1.58,8.9,169,1,54,0
FL-2908,Light Truck,359248,97,95.7,63.9,87.8,76.2,83.3,0.82,8.4,60,0,22,0
FL-2909,Mini Truck,298090,325,39.3,71.1,77.4,42.9,101.8,2.74,9,70,0,39,0
FL-2910,Heavy Truck,289940,109,53.6,37,68.9,65.7,96.7,2.31,5.6,12,0,45,0
FL-2911,Heavy Truck,213975,297,54.1,33.6,77.5,54.2,95.5,2.3,5.1,13,0,45,0
FL-2912,Light Truck,381562,155,69.4,51,90.5,95.2,90.6,1.79,6.9,64,0,32,0
FL-2913,Utility Pickup,301611,296,20.9,27,76.3,80.6,106.8,3.33,4.4,47,0,54,0
FL-2914,Heavy Truck,378482,453,63.9,35.4,38.2,75.9,92.3,1.89,5.3,101,1,68,1
FL-2915,Light Truck,320199,260,75,66.8,88.9,97.8,88.6,1.69,8.8,162,1,49,0
FL-2916,Heavy Truck,544190,229,61.1,26.6,31,40.6,93.2,2.1,4.7,142,1,79,1
FL-2917,Rigid Truck,451572,272,43.2,98.9,36.1,97.9,101.5,2.59,12,140,1,60,1
FL-2918,Light Truck,66652,121,51.1,36.4,89.5,94.2,98.1,2.39,5.4,80,0,36,0
FL-2919,Heavy Truck,265706,155,70.5,89,93.9,73,91.9,1.63,10.9,10,0,22,0
FL-2920,Rigid Truck,72674,128,22.4,89.9,88.5,48.4,105.6,3.31,11.1,95,1,59,1
FL-2921,Heavy Truck,500232,386,49.6,43,64.6,82.2,99.5,2.37,6.4,51,0,48,0
FL-2922,Heavy Truck,529119,192,72.2,37.2,31.7,78.3,91.1,1.56,5.5,170,1,70,1
FL-2923,Light Truck,62084,342,28.1,28.9,48.9,76.2,105.2,3.35,4.6,29,0,52,0
FL-2924,Mini Truck,541126,420,64.9,46.8,34.4,47.4,93.1,1.82,6.8,125,1,72,1
FL-2925,Light Truck,476591,435,55.7,79.1,39,71.9,97.5,2.31,9.8,5,0,41,0
FL-2926,Rigid Truck,484477,356,90.9,94.3,88,63.7,84,0.88,11.2,165,1,41,0
FL-2927,Utility Pickup,264375,406,31.4,39.9,28.4,68,103.5,3.04,5.7,131,1,79,1
FL-2928,Utility Pickup,263750,241,32.6,59.2,64.3,99,103.4,3.2,7.6,25,1,66,0
FL-2929,Utility Pickup,514091,157,29.8,78.4,77.9,40.5,103.3,3.29,9.7,154,1,69,1
FL-2930,Light Truck,433080,234,48.7,49.2,89.7,75.3,98.8,2.63,7,143,1,66,0
FL-2931,Rigid Truck,207754,343,34.3,41.2,61.4,34.5,103.2,3.07,6.1,99,1,75,1
FL-2932,Heavy Truck,458495,110,67.4,60.6,49.6,53.6,93.1,1.87,8.1,160,1,66,1
FL-2933,Heavy Truck,419618,89,30.2,59.7,65,74.9,105.5,3.17,7.9,56,0,49,0
FL-2934,Utility Pickup,217469,354,32.5,55.1,56.6,54.6,103.9,2.95,7.6,40,0,47,0
FL-2935,Heavy Truck,77604,368,74.6,83,70.3,37,91.5,1.47,10.3,76,0,26,0
FL-2936,Mini Truck,218145,116,80.2,83,45.6,63.3,89.2,1.49,10.1,112,1,50,0
FL-2937,Mini Truck,500426,295,95.4,31.8,86.2,62.2,83.4,0.84,5,53,0,33,0
FL-2938,Heavy Truck,246275,237,97.7,43.4,53.5,61.4,83.8,0.85,6.2,73,0,30,0
FL-2939,Light Truck,421777,182,85.2,47.2,34.8,47.8,87.9,1.14,6.6,100,1,63,1
FL-2940,Utility Pickup,30525,130,64.1,88.7,62.9,56.7,92.8,1.83,10.7,57,0,24,0
FL-2941,Utility Pickup,66036,214,35,37.4,34.3,57,101.9,2.94,5.5,69,0,50,1
FL-2942,Rigid Truck,147727,123,68,62.6,87.4,78.4,92,1.95,8,36,1,52,0
FL-2943,Utility Pickup,409403,300,84,46.9,92.5,47.9,88.4,1.13,6.5,115,1,57,1
FL-2944,Mini Truck,361297,141,80.3,79,69.3,48.3,88.2,1.42,9.7,85,0,29,0
FL-2945,Heavy Truck,205558,113,28.9,98.8,72.3,90.7,103.4,3.13,11.8,41,0,33,0
FL-2946,Mini Truck,421619,134,69.6,47.2,91.6,36.9,92,1.81,6.6,53,0,39,0
FL-2947,Utility Pickup,525132,341,74.9,46.5,55.7,36.4,90.1,1.46,6.5,136,1,69,0
FL-2948,Utility Pickup,369770,206,89.7,56.4,77.8,49.6,84.6,1.09,7.7,98,1,52,0
FL-2949,Utility Pickup,288784,384,31.6,69.7,69.3,58,104.6,2.99,9.1,113,1,65,1
FL-2950,Utility Pickup,107788,126,74.8,72.4,81.7,72,89.3,1.52,9.3,173,1,47,0
FL-2951,Rigid Truck,190595,171,59.8,64.8,68,74.6,93.9,2.05,8.5,95,1,54,0
FL-2952,Light Truck,536700,337,30,51.2,64.7,83,104.1,3.17,7.1,39,0,52,0
FL-2953,Heavy Truck,185174,160,57.4,63.8,74.1,90.1,94.5,2.12,8.5,126,1,53,1
FL-2954,Rigid Truck,208826,369,74.5,74.4,33,86.7,89.9,1.68,9.4,122,1,54,0
FL-2955,Rigid Truck,196866,259,39.3,85.4,37.3,95,101.3,2.77,10.5,116,1,60,0
FL-2956,Utility Pickup,225016,362,73.3,24.2,33.2,78.4,90.2,1.74,4.1,138,1,67,1
FL-2957,Rigid Truck,108890,427,97.3,78.9,70.3,62,83.8,0.7,9.9,145,1,40,0
FL-2958,Rigid Truck,163101,348,69.2,45.9,90.9,31.4,91.9,1.67,6.6,16,1,58,1
FL-2959,Light Truck,329375,122,78,45.3,47.7,93.8,87.8,1.38,6.5,144,1,60,1
FL-2960,Utility Pickup,370844,348,56,36,66.1,40.1,97.4,2.17,5.5,70,1,73,1
FL-2961,Heavy Truck,445612,406,92.5,26.3,35.7,41.6,85.4,0.95,4.6,108,1,69,1
FL-2962,Mini Truck,467590,379,73.2,26.3,93.9,72.8,90.1,1.62,4.3,79,0,39,0
FL-2963,Heavy Truck,136552,364,31,70.7,73.1,90,104.1,3.07,8.8,136,1,62,0
FL-2964,Light Truck,80360,131,47.1,51,27.1,55.8,100,2.45,6.9,63,0,44,0
FL-2965,Utility Pickup,117863,305,59.4,81.1,89.3,63.2,96.3,2.16,9.9,111,1,48,0
FL-2966,Mini Truck,230826,241,35.3,81.8,59.8,97,101.8,2.92,10.2,30,0,33,0
FL-2967,Heavy Truck,166826,361,73.9,89.8,29.2,43.5,89.5,1.63,11,141,1,54,0
FL-2968,Heavy Truck,448237,180,89.1,98.9,58.5,30.1,86.7,0.96,12,121,1,47,0
FL-2969,Heavy Truck,148807,265,26.2,55.7,75.6,67.7,104.7,3.35,7.6,68,0,43,0
FL-2970,Heavy Truck,303333,123,35.2,36.6,95.7,96.7,101.5,3.09,5.6,81,0,43,0
FL-2971,Mini Truck,212905,211,26.7,93.5,79.1,34.7,105.4,3.33,11.3,119,1,62,1
FL-2972,Heavy Truck,60809,149,70.2,54.1,33.2,32.8,92,1.63,7.5,93,1,64,1
FL-2973,Mini Truck,404422,335,94,87.9,88.8,53.3,83.3,0.85,10.6,152,1,43,0
FL-2974,Mini Truck,409113,318,96.1,26.8,35.8,40.2,81.9,0.85,4.5,83,0,44,0
FL-2975,Utility Pickup,521776,120,35.4,98.1,55.2,30.1,101.9,2.89,11.6,114,1,65,1
FL-2976,Rigid Truck,76089,105,72.8,50.4,72,93.7,90,1.52,6.8,144,1,50,0
FL-2977,Mini Truck,437060,238,83.9,41.9,66.5,89.4,87.3,1.12,6.1,113,1,58,1
FL-2978,Utility Pickup,149721,195,45.5,94.8,93.3,79.9,98.9,2.67,11.7,100,1,49,0
FL-2979,Heavy Truck,54516,277,88.3,60.3,58.9,74.9,86.9,1.17,7.8,16,1,47,0
FL-2980,Rigid Truck,549063,439,28.3,57.2,67.8,52.9,105.6,3.32,7.6,63,0,52,0
FL-2981,Heavy Truck,314945,254,48.4,84.3,45,35,98.9,2.51,10.5,159,1,64,1
FL-2982,Mini Truck,456286,147,61.6,85.6,85.4,88.5,94,2.18,10.6,20,0,28,0
FL-2983,Rigid Truck,278594,130,55,66,68.5,37.7,95.8,2.25,8.6,88,0,37,0
FL-2984,Rigid Truck,158121,87,92,28.1,59.4,95.6,83.1,0.93,4.6,47,0,31,0
FL-2985,Heavy Truck,540407,303,94.6,55.2,90.4,96.4,83.8,0.81,7.3,126,1,46,0
FL-2986,Mini Truck,264998,219,89,63.6,66.2,59.4,84.2,1.06,8.2,42,0,25,0
FL-2987,Heavy Truck,327757,261,58.1,22.1,68.1,60.1,94.1,2.3,4.2,38,0,46,0
FL-2988,Mini Truck,67245,118,61.6,84.7,34.5,44.7,92.8,1.98,10.5,70,1,58,0
FL-2989,Rigid Truck,369725,355,67.1,61,36.5,51.2,92.9,1.71,8.1,28,0,39,0
FL-2990,Utility Pickup,283833,283,66.7,38.6,53.8,86.5,93,1.89,5.7,141,1,63,0
FL-2991,Heavy Truck,512082,262,77,58,43.1,30.9,89.5,1.46,7.8,41,0,41,0
FL-2992,Heavy Truck,98303,374,89.6,21.9,36,92.6,86,1.08,4.1,89,0,35,0
FL-2993,Utility Pickup,355343,354,67.1,62.8,25.2,98.5,91.9,1.81,8.1,171,1,62,1
FL-2994,Rigid Truck,366854,325,90.1,34.8,85.5,80.3,86,1.14,5.5,75,0,31,0
FL-2995,Rigid Truck,354305,354,37.2,36.8,32.6,69.4,102.2,2.96,5.4,37,0,55,0
FL-2996,Mini Truck,431588,199,84.9,78.1,41.1,95.3,85.4,1.09,9.6,155,1,50,0
FL-2997,Rigid Truck,235408,168,96,65.4,83.7,81.2,83.1,0.76,8.3,43,0,19,0
FL-2998,Utility Pickup,324723,88,31.4,31.5,42.7,30.8,104.4,3.05,4.9,62,0,58,1
FL-2999,Heavy Truck,90205,442,42.6,91.7,82.9,65.3,101,2.75,11.2,146,1,53,0
FL-3000,Utility Pickup,374963,192,47.8,31.9,87.3,78.5,99,2.4,5,110,1,67,1
FL-3001,Heavy Truck,76085,329,96.6,45.5,25.3,32.4,82.8,0.71,6.5,101,1,58,1
FL-3002,Light Truck,364633,208,97.4,30.9,62.4,79.8,83.6,0.94,5.1,56,0,33,0
FL-3003,Mini Truck,204155,435,25.5,25.9,44.7,93,106.3,3.23,4.3,169,1,79,1
FL-3004,Rigid Truck,285069,171,91.7,73.4,26.8,73.4,85.3,1.07,9.3,76,0,29,0
FL-3005,Utility Pickup,408601,103,96.4,74.2,40.7,37.5,84.5,0.94,9.3,92,1,51,1
FL-3006,Light Truck,294399,139,79.9,88.3,63.4,69.5,89.1,1.35,10.8,162,1,46,0
FL-3007,Light Truck,384689,218,37.2,24.1,79.9,64.5,102.9,2.9,4.4,151,1,76,1
FL-3008,Mini Truck,93820,439,88.7,46.7,28.8,86.6,84.7,0.98,6.5,154,1,56,0
FL-3009,Rigid Truck,321008,363,81.9,30.9,70.7,88.3,88.6,1.47,4.8,143,1,58,1
FL-3010,Light Truck,426121,131,64.3,62.7,67.9,44.3,93.1,2.04,8.4,109,1,62,1
FL-3011,Rigid Truck,76665,394,90.6,81.2,40.9,85,83.9,1.15,10.2,171,1,44,0
FL-3012,Mini Truck,162800,202,37.6,90.1,56.7,68.6,101.4,2.79,11.1,115,1,58,0
FL-3013,Mini Truck,135356,404,73.2,30.2,55,61.6,90.6,1.59,4.9,76,0,39,1
FL-3014,Heavy Truck,523957,157,57.4,59.5,86.6,57.3,94.6,2.33,8.1,120,1,63,1
FL-3015,Mini Truck,463336,324,55.5,45.9,37.9,80.7,97.4,2.4,6.7,89,1,69,1
FL-3016,Light Truck,383926,353,67.9,96.9,30.1,91.1,92.9,1.69,11.8,81,0,27,0
FL-3017,Heavy Truck,399329,335,48.6,34.5,78.1,77.9,98.3,2.5,5.4,23,0,44,0
FL-3018,Rigid Truck,225709,376,57,46.1,39.6,95.8,95.9,2.19,6.7,151,1,65,1
FL-3019,Rigid Truck,56857,306,22.3,76,90,91.9,105.9,3.45,9.7,95,1,57,0
FL-3020,Utility Pickup,95798,235,57.6,69.6,64,49,96.8,2.28,8.9,10,0,35,0
FL-3021,Light Truck,222234,94,77,43,90.7,82.7,90.1,1.58,6,76,0,29,0
FL-3022,Heavy Truck,521454,375,72.4,90.4,78,72.2,90,1.56,10.9,170,1,52,1
FL-3023,Utility Pickup,88899,340,53.4,61,32.1,40,96.3,2.32,8.1,13,0,42,0
FL-3024,Utility Pickup,154031,456,44,25.1,73.2,60.5,101,2.58,4.6,50,0,48,0
FL-3025,Heavy Truck,54278,184,96.5,70.7,45.7,86.5,81.8,0.85,9,99,1,44,0
FL-3026,Light Truck,309646,345,50.9,24.4,34.1,63.7,96.8,2.39,4.3,168,1,76,1
FL-3027,Heavy Truck,106059,390,75.5,40.1,83.4,81.1,90.8,1.41,5.8,60,0,30,1
FL-3028,Heavy Truck,406179,276,62.8,90.1,30.3,55.5,94.6,2.11,10.8,78,0,37,0
FL-3029,Light Truck,110490,239,50.7,23.7,67.3,32.2,99.2,2.37,4.1,94,1,73,0
FL-3030,Light Truck,396780,154,71.7,98.9,40.1,79.4,91.9,1.81,11.8,79,0,25,0
FL-3031,Utility Pickup,541764,128,45.3,23.7,71.9,58.2,98.9,2.6,4.2,61,0,53,0
FL-3032,Light Truck,194766,235,43.7,21.9,67.7,88.1,100.9,2.63,3.9,95,1,71,1
FL-3033,Mini Truck,238703,203,28.5,77,78.9,98.5,104.8,3.08,9.5,53,0,36,0
FL-3034,Rigid Truck,334863,366,80.7,69,40.4,54.8,88.8,1.47,8.7,162,1,56,0
FL-3035,Rigid Truck,478955,191,93.3,71.9,85.3,97.7,83.8,1.02,9,98,1,42,0
FL-3036,Rigid Truck,123488,161,27.7,63.2,90.7,91.3,105.6,3.18,8.2,156,1,61,0
FL-3037,Rigid Truck,43073,303,86.3,31.5,71.4,78.6,85.4,1.13,5,149,1,52,1
FL-3038,Heavy Truck,422193,340,71.8,85.4,39.5,59.6,91.5,1.82,10.4,135,1,58,1
FL-3039,Heavy Truck,375421,321,47.9,30.2,69.2,31.4,99.2,2.61,5,10,1,76,1
FL-3040,Heavy Truck,330971,383,70,62.6,91.3,87.8,90.6,1.67,8.2,118,1,52,0
FL-3041,Light Truck,309646,414,27.6,62,60.7,42.6,105.6,3.33,8.3,54,0,50,0
FL-3042,Mini Truck,99778,263,38.2,92.6,29,59.5,102.4,3,11.1,81,0,39,0
FL-3043,Utility Pickup,426349,173,19.9,67.9,42.3,52.8,107.3,3.51,8.7,157,1,78,1
FL-3044,Rigid Truck,407021,276,24.4,45.9,79.6,64.4,106.3,3.38,6.3,60,0,51,1
FL-3045,Utility Pickup,554553,446,67.2,60.8,87.3,91.5,91.7,1.9,8.1,78,0,34,0
FL-3046,Rigid Truck,269519,451,92,72,74.7,34.3,83.1,0.97,9.3,24,0,25,0
FL-3047,Mini Truck,513146,350,83.5,54,69.5,78.2,88.7,1.16,7.3,172,1,57,0
FL-3048,Rigid Truck,156430,273,27.4,62.6,95.9,81.8,105.4,3.14,8.3,68,0,39,0
FL-3049,Utility Pickup,148801,354,86.4,32.6,59.3,82,85.2,1.27,5.1,81,1,55,1
FL-3050,Rigid Truck,371565,194,58.5,77.3,64.9,61.4,95.7,2.14,9.5,161,1,56,0
FL-3051,Mini Truck,242186,336,32.5,51.4,54.1,48.7,104.4,3.09,7.2,146,1,75,1
FL-3052,Mini Truck,84648,144,64.9,87.3,77.6,93.4,92.8,1.87,10.6,52,0,19,0
FL-3053,Utility Pickup,55058,128,78.9,23.9,68.9,93.6,87.6,1.39,4.3,86,0,31,0
FL-3054,Heavy Truck,110806,93,54.6,41.4,45,47.2,96,2.31,6.2,77,1,69,1
FL-3055,Utility Pickup,518597,200,78.8,80.5,40,74.9,89.6,1.49,9.9,137,1,57,1
FL-3056,Light Truck,72317,338,22.9,75.6,34.9,52.4,106,3.28,9.7,76,0,47,0
FL-3057,Rigid Truck,63456,403,96.2,68,29.9,45.8,84.7,0.93,8.8,65,0,26,0
FL-3058,Rigid Truck,153437,394,48.9,84.9,40.2,39.4,98.4,2.59,10.5,6,0,36,0
FL-3059,Light Truck,481909,103,67.7,98,56.5,49.4,92.5,1.81,11.9,54,0,31,0
FL-3060,Light Truck,448162,349,43.6,64.4,83.5,64.6,99.4,2.62,8.4,26,0,40,0
FL-3061,Light Truck,204030,90,24,56.7,26.9,71.5,107.6,3.44,7.5,90,0,53,0
FL-3062,Heavy Truck,33677,119,58.4,93.5,92.8,34.9,96.6,2.22,11.5,173,1,48,0
FL-3063,Heavy Truck,79226,250,35.4,70.4,62,59.8,103.8,2.98,8.9,132,1,65,0
FL-3064,Mini Truck,134573,239,29.9,64.2,90.3,80.4,103.7,3.18,8.4,14,1,60,1
FL-3065,Utility Pickup,207589,382,82.4,79.9,70.9,81.2,86.6,1.45,10.1,26,1,42,0
FL-3066,Utility Pickup,512147,265,59.5,30.9,33.8,96.8,95.2,2.11,4.8,53,1,72,1
FL-3067,Mini Truck,380140,178,40,27.8,38.3,63.7,100.6,2.75,4.6,126,1,82,1
FL-3068,Utility Pickup,341118,153,92,69.9,75.4,78.7,84.9,0.91,8.8,171,1,46,0
FL-3069,Mini Truck,556601,198,80.1,20.1,69.2,31.4,88.2,1.46,3.8,79,0,50,1
FL-3070,Light Truck,232627,313,80.4,31.1,64.3,65.5,88.1,1.29,4.9,76,0,36,0
FL-3071,Mini Truck,168522,399,21,25.7,95.8,32.2,107.1,3.46,4.6,95,1,80,1
FL-3072,Mini Truck,311987,288,59.2,79.5,64.3,61.1,93.8,1.99,10,119,1,57,0
FL-3073,Utility Pickup,522692,275,55.8,63.8,37.5,54.6,95.1,2.34,8.5,23,0,47,0
FL-3074,Utility Pickup,427230,160,18.5,88.2,46.9,93,107.7,3.42,10.8,73,1,70,0
FL-3075,Mini Truck,98933,449,72.7,53.1,45.3,81.2,92,1.62,7.3,116,1,57,0
FL-3076,Heavy Truck,35688,363,93.5,39.5,40.2,47.3,82.7,0.98,5.7,113,1,58,0
FL-3077,Heavy Truck,256480,191,71.2,86.2,33.4,97.3,92.3,1.85,10.7,113,1,49,0
FL-3078,Mini Truck,81192,127,66.7,59.5,37.8,99,93.6,1.97,7.9,169,1,56,0
FL-3079,Heavy Truck,380255,285,60.8,68.8,83.8,60.7,94.9,2.18,8.8,78,0,35,0
FL-3080,Utility Pickup,488082,211,42.3,97,82.9,76.6,99.8,2.72,11.8,158,1,57,1
FL-3081,Mini Truck,89961,202,75.4,46.3,50.8,67,90.7,1.42,6.4,118,1,57,0
FL-3082,Mini Truck,239454,199,53.9,80.9,56.1,91,95.6,2.45,10,163,1,53,0
FL-3083,Light Truck,195695,205,82.6,27.9,43.3,66,86.2,1.17,4.7,130,1,63,1
FL-3084,Mini Truck,450261,306,65.3,79.6,60.2,85,93,1.98,9.7,79,0,29,0
FL-3085,Heavy Truck,325360,238,37.1,59.1,57.4,80.7,103,2.78,7.9,171,1,66,1
FL-3086,Mini Truck,380354,364,34.9,27.8,63.1,55.2,102.8,2.87,4.5,33,0,57,1
FL-3087,Mini Truck,77687,353,68.5,22.5,85.3,57.3,91,1.87,4.1,13,1,63,1
FL-3088,Utility Pickup,552216,363,63.3,71.4,57.1,44.6,93.4,2,8.9,113,1,65,1
FL-3089,Light Truck,103613,448,63.8,81.4,86.1,87.3,94.3,1.89,10.2,174,1,45,1
FL-3090,Heavy Truck,508147,244,87.6,70.1,49.5,33.7,85.4,1.03,8.8,62,0,36,0
FL-3091,Rigid Truck,137677,139,43.5,37.7,25.8,87.7,98.8,2.76,5.5,53,1,74,1
FL-3092,Heavy Truck,479107,229,45.4,61.6,74.1,53.8,98.7,2.57,8.3,129,1,68,1
FL-3093,Light Truck,368333,444,38,82.9,51.3,42.3,101,2.98,10.2,131,1,68,1
FL-3094,Heavy Truck,454852,326,36.3,37.2,90.1,49.4,102.2,2.82,5.8,162,1,76,1
FL-3095,Light Truck,239534,347,43.5,97,70.4,82.2,98.6,2.71,11.6,18,0,30,0
FL-3096,Rigid Truck,463606,304,43.1,77.2,78.3,83.4,100.8,2.55,9.6,100,1,61,0
FL-3097,Mini Truck,305433,415,81,83.1,61.7,86.9,88.7,1.23,10.1,68,1,44,0
FL-3098,Heavy Truck,532048,82,41.5,65.5,57,53.5,99.8,2.77,8.6,51,0,48,1
FL-3099,Utility Pickup,392562,264,87.4,28.2,66.7,70.8,86,1.25,4.9,141,1,60,1
FL-3100,Rigid Truck,181324,138,87.5,60.7,63.6,61.8,85.7,1.18,8.2,55,0,26,0
FL-3101,Mini Truck,220400,401,36.1,22.3,80.4,52.9,102.7,3.03,3.9,30,0,52,0
FL-3102,Utility Pickup,262808,412,90.1,50.3,65.9,86.5,86.4,1.18,6.9,50,1,51,1
FL-3103,Light Truck,143728,256,60.7,50,81.1,86.8,93.7,2.18,7,19,0,31,0
FL-3104,Utility Pickup,46039,356,77.1,79.1,59.5,96,88.1,1.52,10,153,1,45,0
FL-3105,Heavy Truck,545129,337,93.6,97.1,88.6,32.1,82.9,1.01,11.8,79,0,18,0
FL-3106,Utility Pickup,79395,142,26.4,24.5,57.7,95.4,104.5,3.14,4.2,58,1,73,1
FL-3107,Rigid Truck,92261,349,70.3,31.4,36.3,91.5,92.4,1.84,4.9,67,0,39,0
FL-3108,Light Truck,279583,439,88.4,97.4,55.1,50.9,86.9,1.19,11.9,172,1,46,0
FL-3109,Light Truck,282743,218,73.7,85.3,80.1,40.9,89,1.5,10.3,111,1,48,0
FL-3110,Utility Pickup,427012,263,51.2,59.4,37.3,78.6,98.7,2.48,7.8,71,0,45,0
FL-3111,Mini Truck,48078,294,73.2,33.1,92.2,38.6,89.7,1.67,5,99,1,56,1
FL-3112,Light Truck,308018,424,24.3,70.9,74.2,66.5,106.9,3.4,8.9,135,1,67,1
FL-3113,Mini Truck,52425,327,53.1,80.3,33.1,35.4,96,2.46,10.2,66,0,39,0
FL-3114,Utility Pickup,160229,323,71.3,86.6,64.3,81.9,92.6,1.57,10.7,22,0,21,0
FL-3115,Light Truck,451690,409,56,51.4,74.7,74,95.5,2.25,6.9,75,0,39,0
FL-3116,Rigid Truck,439790,453,66,72.4,93.5,87.3,93.8,2.04,9.1,57,0,26,0
FL-3117,Light Truck,368407,250,20.4,72.3,73,82.6,108.9,3.34,9.3,26,0,45,0
FL-3118,Utility Pickup,262827,165,18.3,63.7,59.2,68.2,108.4,3.57,8.3,20,0,47,1
FL-3119,Utility Pickup,57431,134,93,64,25.4,49.9,84.7,0.97,8.5,76,1,52,0
FL-3120,Heavy Truck,32602,245,47.6,85,77.6,90.6,100,2.39,10.6,50,0,25,0
FL-3121,Rigid Truck,179031,283,89.2,72.7,53,51,84.9,1.2,9.2,12,0,24,0
FL-3122,Heavy Truck,217541,376,57,32.3,55.9,69.2,95.1,2.16,5.2,77,1,68,0
FL-3123,Rigid Truck,385385,155,38.9,80.8,80.2,36.1,101.2,2.72,10,8,0,42,0
FL-3124,Light Truck,179698,102,45.4,65,66.7,56.1,99.9,2.74,8.6,51,0,37,0
FL-3125,Light Truck,55861,270,55.8,82.8,66,78.9,95.7,2.11,10.4,131,1,50,1
FL-3126,Heavy Truck,29661,401,87.9,66.6,41,84.5,85.1,1.2,8.7,121,1,47,0
FL-3127,Mini Truck,109141,390,85.5,92.5,87.4,56,86.1,1.2,11.1,147,1,40,0
FL-3128,Utility Pickup,115410,420,83.4,21.6,36.8,46.4,88.3,1.23,4.1,69,0,41,0
FL-3129,Heavy Truck,395472,244,72.6,25.9,29.6,41.2,90.1,1.81,4.4,174,1,75,1
FL-3130,Utility Pickup,163705,276,78.8,20.3,74.1,45.2,90.3,1.54,3.7,162,1,64,1
FL-3131,Utility Pickup,384434,80,67.9,35.4,27,52.2,93.5,1.91,5.4,8,0,48,1
FL-3132,Mini Truck,137278,422,83.5,72.4,66.1,48.6,87,1.24,9.4,148,1,47,0
FL-3133,Rigid Truck,164875,446,30,65.8,39.8,98.5,105.8,3.09,8.4,144,1,66,1
FL-3134,Heavy Truck,255331,316,83.1,82.4,52.5,31.2,87.2,1.28,10.2,107,1,51,0
FL-3135,Utility Pickup,312820,392,90.8,55.5,87.2,65.6,84.2,0.97,7.3,24,0,24,0
FL-3136,Utility Pickup,192196,169,18.2,25.7,42.6,67.5,107.9,3.64,4.3,81,0,60,0
FL-3137,Utility Pickup,538229,214,78.3,42.7,94.8,96.8,88.9,1.55,6.3,76,0,32,0
FL-3138,Light Truck,319069,426,37.7,85.1,49.6,30.7,101.1,2.8,10.5,6,1,66,1
FL-3139,Utility Pickup,136052,290,81.9,65.9,47.3,59.5,87,1.26,8.5,36,0,27,0
FL-3140,Utility Pickup,37492,90,37.7,53.8,57,46.5,100.6,2.85,7.1,138,1,69,0
FL-3141,Heavy Truck,553923,405,42.1,57,62.3,38.6,99.4,2.63,7.8,73,0,52,0
FL-3142,Utility Pickup,532834,431,51.9,22.6,80.9,48.9,96.7,2.39,4.2,130,1,76,1
FL-3143,Mini Truck,517468,371,44.7,50.3,62.5,60.6,98.4,2.53,7,83,0,48,0
FL-3144,Utility Pickup,176144,411,30.4,50,45.4,42,103.2,3.27,6.8,23,0,51,1
FL-3145,Rigid Truck,418273,455,18.1,33.3,76.3,71.1,107.8,3.45,5.4,67,0,59,0
FL-3146,Rigid Truck,239651,421,72,51.2,47.4,92.5,90.5,1.81,7.2,158,1,59,0
FL-3147,Mini Truck,432228,267,24,70.8,44.9,90.7,106.1,3.41,9,52,1,72,1
FL-3148,Light Truck,135114,215,95.5,63.6,52.4,93.2,82,1,8.1,130,1,46,0
FL-3149,Heavy Truck,373949,432,37.7,49.6,51.9,63.5,102.4,2.79,6.7,128,1,73,1
